onset,duration,description
2022-03-12 05:19:08.059,5.0,Black Screen
2022-03-12 05:19:13.059,1.0,transition
2022-03-12 05:19:14.059,5.0,Imagined Letter R
2022-03-12 05:19:19.059,1.0,transition
2022-03-12 05:19:20.059,5.0,S
2022-03-12 05:19:25.059,1.0,transition
2022-03-12 05:19:26.059,5.0,Black Screen
2022-03-12 05:19:31.059,1.0,transition
2022-03-12 05:19:32.059,5.0,Imagined Letter S
2022-03-12 05:19:37.059,1.0,transition
2022-03-12 05:19:38.059,5.0,T
2022-03-12 05:19:43.059,1.0,transition
2022-03-12 05:19:44.059,5.0,Black Screen
2022-03-12 05:19:49.059,1.0,transition
2022-03-12 05:19:50.059,5.0,Imagined Letter T
2022-03-12 05:19:55.059,1.0,transition
2022-03-12 05:19:56.059,5.0,U
2022-03-12 05:20:01.059,1.0,transition
2022-03-12 05:20:02.059,5.0,Black Screen
2022-03-12 05:20:07.059,1.0,transition
2022-03-12 05:20:08.059,5.0,Imagined Letter U
2022-03-12 05:20:13.059,1.0,transition
2022-03-12 05:20:14.059,5.0,V
2022-03-12 05:20:19.059,1.0,transition
2022-03-12 05:20:20.059,5.0,Black Screen
2022-03-12 05:20:25.059,1.0,transition
2022-03-12 05:20:26.059,5.0,Imagined Letter V
2022-03-12 05:20:31.059,1.0,transition
2022-03-12 05:20:32.059,5.0,W
2022-03-12 05:20:37.059,1.0,transition
2022-03-12 05:20:38.059,5.0,Black Screen
2022-03-12 05:20:43.059,1.0,transition
2022-03-12 05:20:44.059,5.0,Imagined Letter W
2022-03-12 05:20:49.059,1.0,transition
2022-03-12 05:20:50.059,5.0,X
2022-03-12 05:20:55.059,1.0,transition
2022-03-12 05:20:56.059,5.0,Black Screen
2022-03-12 05:21:01.059,1.0,transition
2022-03-12 05:21:02.059,5.0,Imagined Letter X
2022-03-12 05:21:07.059,1.0,transition
2022-03-12 05:21:08.059,5.0,Y
2022-03-12 05:21:13.059,1.0,transition
2022-03-12 05:21:14.059,5.0,Black Screen
2022-03-12 05:21:19.059,1.0,transition
2022-03-12 05:21:20.059,5.0,Imagined Letter Y
2022-03-12 05:21:25.059,1.0,transition
2022-03-12 05:21:26.059,5.0,Z
2022-03-12 05:21:31.059,1.0,transition
2022-03-12 05:21:32.059,5.0,Black Screen
2022-03-12 05:21:37.059,1.0,transition
2022-03-12 05:21:38.059,5.0,Imagined Letter Z
