onset,duration,description
2022-03-12 04:41:53.937,1.0,transition
2022-03-12 04:41:54.937,5.0,Imagined Letter W
2022-03-12 04:41:59.937,1.0,transition
2022-03-12 04:42:00.937,5.0,X
2022-03-12 04:42:05.937,1.0,transition
2022-03-12 04:42:06.937,5.0,Black Screen
2022-03-12 04:42:11.937,1.0,transition
2022-03-12 04:42:12.937,5.0,Imagined Letter X
2022-03-12 04:42:17.937,1.0,transition
2022-03-12 04:42:18.937,5.0,Y
2022-03-12 04:42:23.937,1.0,transition
2022-03-12 04:42:24.937,5.0,Black Screen
2022-03-12 04:42:29.937,1.0,transition
2022-03-12 04:42:30.937,5.0,Imagined Letter Y
2022-03-12 04:42:35.937,1.0,transition
2022-03-12 04:42:36.937,5.0,Z
2022-03-12 04:42:41.937,1.0,transition
2022-03-12 04:42:42.937,5.0,Black Screen
2022-03-12 04:42:47.937,1.0,transition
2022-03-12 04:42:48.937,5.0,Imagined Letter Z
